time,true_state_id,true_state,observation_id,observation,snr_db,rss_dbm,ber,throughput_gbps,decoded_state_id,decoded_state,p_los,p_nlos,p_light_blockage,p_severe_blockage,predicted_next_state_id,predicted_next_state,next_blockage_probability
380,2,Light blockage,3,Outage,16.939,-71.612,0.00239150,10.302,2,Light blockage,0.00726,0.14563,0.38349,0.46362,2,Light blockage,0.60130
381,2,Light blockage,2,Weak,19.482,-65.299,0.00047528,26.651,2,Light blockage,0.01700,0.16160,0.67729,0.14411,2,Light blockage,0.57459
382,3,Severe blockage,3,Outage,5.667,-82.716,0.07743685,2.707,2,Light blockage,0.00302,0.06337,0.38126,0.55235,2,Light blockage,0.64857
383,1,NLoS,2,Weak,22.437,-56.239,0.00003520,35.517,2,Light blockage,0.01644,0.13007,0.69289,0.16060,2,Light blockage,0.59136
384,0,LoS,0,Excellent,27.591,-42.343,0.00000058,110.000,1,NLoS,0.71586,0.22140,0.05700,0.00574,0,LoS,0.11286
385,1,NLoS,2,Weak,22.453,-57.884,0.00005002,40.434,1,NLoS,0.18000,0.36682,0.41626,0.03691,1,NLoS,0.36826
386,1,NLoS,1,Good,16.104,-54.003,0.00001252,46.225,1,NLoS,0.15204,0.70573,0.13090,0.01133,1,NLoS,0.21484
387,1,NLoS,1,Good,19.298,-49.415,0.00016107,64.346,1,NLoS,0.12496,0.80785,0.06181,0.00538,1,NLoS,0.18006
388,1,NLoS,1,Good,21.358,-56.493,0.00004274,65.158,1,NLoS,0.11249,0.83435,0.04888,0.00428,1,NLoS,0.17438
389,1,NLoS,3,Outage,21.160,-59.152,0.00000523,6.014,1,NLoS,0.01389,0.31518,0.30317,0.36776,1,NLoS,0.50865
390,1,NLoS,1,Good,24.636,-54.813,0.00002634,74.499,1,NLoS,0.10426,0.70907,0.15726,0.02940,1,NLoS,0.24304
391,2,Light blockage,2,Weak,11.903,-67.791,0.00375461,13.538,2,Light blockage,0.03477,0.45404,0.46334,0.04785,1,NLoS,0.41369
392,1,NLoS,2,Weak,18.191,-52.676,0.00003988,29.010,2,Light blockage,0.01912,0.28906,0.63073,0.06108,2,Light blockage,0.50625
393,1,NLoS,3,Outage,20.514,-59.680,0.00012220,2.704,3,Severe blockage,0.00364,0.08977,0.40853,0.49806,2,Light blockage,0.63281
394,0,LoS,0,Excellent,29.462,-41.385,0.00000031,110.000,0,LoS,0.77105,0.17215,0.04788,0.00891,0,LoS,0.10394
395,0,LoS,0,Excellent,33.147,-43.719,0.00000021,110.000,0,LoS,0.95596,0.04106,0.00276,0.00022,0,LoS,0.05634
396,0,LoS,0,Excellent,28.035,-39.173,0.00000119,110.000,0,LoS,0.97793,0.02064,0.00135,0.00009,0,LoS,0.05315
397,3,Severe blockage,3,Outage,2.996,-81.660,0.05723440,2.374,3,Severe blockage,0.15879,0.19164,0.33406,0.31551,2,Light blockage,0.47994
398,2,Light blockage,3,Outage,16.432,-70.745,0.00107941,2.341,3,Severe blockage,0.00590,0.05841,0.27620,0.65950,2,Light blockage,0.65358
399,1,NLoS,1,Good,19.387,-59.705,0.00006012,63.775,1,NLoS,0.14107,0.55373,0.24362,0.06158,1,NLoS,0.29955
400,1,NLoS,1,Good,23.109,-50.135,0.00000981,72.159,1,NLoS,0.12923,0.77070,0.09071,0.00935,1,NLoS,0.19619
401,1,NLoS,1,Good,22.050,-56.430,0.00000680,67.825,1,NLoS,0.11505,0.82593,0.05424,0.00478,1,NLoS,0.17705
402,1,NLoS,1,Good,20.937,-53.199,0.00000826,62.683,1,NLoS,0.10874,0.83952,0.04756,0.00417,1,NLoS,0.17407
403,1,NLoS,2,Weak,16.687,-61.857,0.00005187,28.388,2,Light blockage,0.04004,0.55304,0.37146,0.03546,1,NLoS,0.36047
404,2,Light blockage,3,Outage,13.066,-69.425,0.00136176,3.495,2,Light blockage,0.00591,0.15379,0.37894,0.46136,2,Light blockage,0.59796
405,1,NLoS,2,Weak,20.402,-53.595,0.00001222,33.121,2,Light blockage,0.01697,0.16455,0.67476,0.14371,2,Light blockage,0.57312
406,3,Severe blockage,3,Outage,4.539,-90.610,0.01441437,0.769,3,Severe blockage,0.00303,0.06378,0.38106,0.55213,2,Light blockage,0.64834
407,0,LoS,0,Excellent,28.061,-41.424,0.00000104,110.000,0,LoS,0.78356,0.15912,0.04779,0.00954,0,LoS,0.10285
408,0,LoS,1,Good,32.024,-39.386,0.00000030,101.179,0,LoS,0.49664,0.45397,0.04551,0.00388,0,LoS,0.13021
409,0,LoS,1,Good,32.296,-44.995,0.00000101,104.391,0,LoS,0.28110,0.66996,0.04515,0.00378,1,NLoS,0.15370
410,0,LoS,0,Excellent,33.783,-42.251,0.00000047,110.000,0,LoS,0.82702,0.16574,0.00670,0.00054,0,LoS,0.07267
411,0,LoS,0,Excellent,30.011,-42.699,0.00000078,110.000,0,LoS,0.96102,0.03697,0.00188,0.00013,0,LoS,0.05530
412,0,LoS,0,Excellent,29.586,-43.273,0.00000038,110.000,0,LoS,0.97848,0.02012,0.00132,0.00009,0,LoS,0.05307
413,0,LoS,0,Excellent,32.788,-43.267,0.00000081,110.000,0,LoS,0.98052,0.01814,0.00126,0.00008,0,LoS,0.05281
414,1,NLoS,1,Good,18.829,-58.734,0.00000317,55.919,1,NLoS,0.68812,0.28144,0.02850,0.00194,0,LoS,0.09960
415,2,Light blockage,2,Weak,9.700,-73.124,0.00066167,20.030,1,NLoS,0.17688,0.41876,0.37203,0.03233,1,NLoS,0.34402
416,2,Light blockage,2,Weak,11.791,-70.251,0.00290539,24.991,1,NLoS,0.03551,0.30356,0.60412,0.05682,2,Light blockage,0.48884
417,0,LoS,0,Excellent,28.712,-41.841,0.00000182,110.000,0,LoS,0.70603,0.24772,0.04274,0.00351,0,LoS,0.10561
418,0,LoS,0,Excellent,33.863,-44.718,0.00000089,110.000,0,LoS,0.94420,0.05258,0.00299,0.00023,0,LoS,0.05776
419,0,LoS,0,Excellent,32.907,-43.224,0.00000039,110.000,0,LoS,0.97650,0.02201,0.00139,0.00009,0,LoS,0.05333
420,0,LoS,0,Excellent,26.639,-41.797,0.00000040,106.520,0,LoS,0.98029,0.01836,0.00126,0.00008,0,LoS,0.05284
421,0,LoS,0,Excellent,26.699,-39.570,0.00000068,106.545,0,LoS,0.98073,0.01794,0.00125,0.00008,0,LoS,0.05279
422,0,LoS,1,Good,29.691,-39.547,0.00000027,93.224,0,LoS,0.68839,0.28118,0.02849,0.00194,0,LoS,0.09957
423,0,LoS,0,Excellent,31.991,-42.057,0.00000132,110.000,0,LoS,0.93992,0.05701,0.00286,0.00021,0,LoS,0.05815
424,0,LoS,0,Excellent,32.359,-41.768,0.00000264,110.000,0,LoS,0.97596,0.02254,0.00141,0.00009,0,LoS,0.05340
425,0,LoS,2,Weak,33.816,-44.874,0.00000044,52.391,0,LoS,0.37147,0.27231,0.33154,0.02468,0,LoS,0.29823
426,0,LoS,0,Excellent,31.566,-41.847,0.00000013,110.000,0,LoS,0.88694,0.09936,0.01270,0.00100,0,LoS,0.06933
427,0,LoS,0,Excellent,28.857,-45.830,0.00000036,110.000,0,LoS,0.96981,0.02834,0.00173,0.00012,0,LoS,0.05425
428,1,NLoS,1,Good,23.254,-57.175,0.00002067,81.285,0,LoS,0.67455,0.29459,0.02888,0.00199,0,LoS,0.10131
429,1,NLoS,1,Good,18.520,-59.982,0.00001443,58.301,0,LoS,0.39527,0.56118,0.04032,0.00323,0,LoS,0.13843
430,1,NLoS,1,Good,19.484,-58.318,0.00008579,60.844,0,LoS,0.22578,0.72611,0.04435,0.00376,1,NLoS,0.15937
431,0,LoS,0,Excellent,27.782,-41.726,0.00000130,110.000,0,LoS,0.80116,0.19074,0.00749,0.00061,0,LoS,0.07594
432,0,LoS,0,Excellent,29.192,-41.587,0.00000035,110.000,0,LoS,0.95721,0.04064,0.00200,0.00014,0,LoS,0.05578
433,0,LoS,0,Excellent,29.748,-39.464,0.00000148,110.000,0,LoS,0.97803,0.02055,0.00134,0.00009,0,LoS,0.05313
434,0,LoS,0,Excellent,29.847,-41.563,0.00000208,110.000,0,LoS,0.98047,0.01819,0.00126,0.00008,0,LoS,0.05282
435,0,LoS,0,Excellent,34.539,-43.044,0.00000019,110.000,0,LoS,0.98075,0.01792,0.00125,0.00008,0,LoS,0.05279
436,0,LoS,0,Excellent,31.192,-40.721,0.00000054,110.000,0,LoS,0.98078,0.01789,0.00125,0.00008,0,LoS,0.05278
437,0,LoS,0,Excellent,31.695,-45.388,0.00000069,110.000,0,LoS,0.98078,0.01789,0.00125,0.00008,0,LoS,0.05278
438,0,LoS,0,Excellent,31.312,-38.626,0.00000174,110.000,0,LoS,0.98078,0.01789,0.00125,0.00008,0,LoS,0.05278
439,0,LoS,0,Excellent,34.167,-46.338,0.00000021,110.000,0,LoS,0.98078,0.01789,0.00125,0.00008,0,LoS,0.05278
440,0,LoS,0,Excellent,29.097,-40.684,0.00000050,110.000,0,LoS,0.98078,0.01789,0.00125,0.00008,0,LoS,0.05278
441,1,NLoS,2,Weak,24.250,-54.386,0.00001269,39.258,1,NLoS,0.37650,0.26779,0.33117,0.02454,0,LoS,0.29742
442,1,NLoS,1,Good,19.435,-57.794,0.00001059,56.985,1,NLoS,0.25228,0.62182,0.11616,0.00974,1,NLoS,0.19559
443,1,NLoS,1,Good,21.584,-57.383,0.00002067,66.526,1,NLoS,0.16551,0.76978,0.05958,0.00513,1,NLoS,0.17435
444,1,NLoS,1,Good,23.485,-60.542,0.00005303,72.691,1,NLoS,0.12736,0.81995,0.04847,0.00422,1,NLoS,0.17250
445,1,NLoS,1,Good,17.949,-55.710,0.00004719,55.662,1,NLoS,0.11297,0.83643,0.04653,0.00407,1,NLoS,0.17304
446,1,NLoS,2,Weak,20.840,-54.407,0.00009423,36.639,2,Light blockage,0.04067,0.55327,0.37068,0.03538,1,NLoS,0.35997
447,1,NLoS,2,Weak,22.017,-57.676,0.00001538,35.121,2,Light blockage,0.02170,0.33789,0.58444,0.05597,1,NLoS,0.48006
448,3,Severe blockage,3,Outage,5.009,-82.753,0.08993488,5.766,3,Severe blockage,0.00395,0.09923,0.40449,0.49234,2,Light blockage,0.62767
449,3,Severe blockage,3,Outage,3.552,-81.975,0.12322840,0.691,3,Severe blockage,0.00255,0.03766,0.25667,0.70313,2,Light blockage,0.66774
450,3,Severe blockage,3,Outage,9.640,-86.356,0.26522515,0.030,3,Severe blockage,0.00239,0.02533,0.20836,0.76392,3,Severe blockage,0.67643
451,2,Light blockage,2,Weak,20.151,-66.630,0.00057514,30.433,2,Light blockage,0.01899,0.10956,0.66359,0.20786,2,Light blockage,0.60195
452,0,LoS,1,Good,26.595,-41.107,0.00000064,81.452,1,NLoS,0.09861,0.62726,0.24517,0.02896,1,NLoS,0.28737
453,0,LoS,1,Good,31.236,-41.880,0.00000032,96.491,1,NLoS,0.10863,0.79817,0.08550,0.00770,1,NLoS,0.19496
454,0,LoS,2,Weak,32.108,-40.483,0.00000083,54.957,1,NLoS,0.03834,0.51969,0.40348,0.03849,1,NLoS,0.37831
455,0,LoS,0,Excellent,31.684,-41.399,0.00000021,110.000,0,LoS,0.69352,0.27497,0.02911,0.00240,0,LoS,0.09956
456,0,LoS,0,Excellent,33.781,-43.480,0.00000027,110.000,0,LoS,0.94094,0.05600,0.00284,0.00021,0,LoS,0.05803
457,0,LoS,0,Excellent,25.279,-43.318,0.00000064,99.389,0,LoS,0.97609,0.02242,0.00140,0.00009,0,LoS,0.05338
458,0,LoS,1,Good,28.851,-41.576,0.00000029,91.705,0,LoS,0.68244,0.28696,0.02864,0.00196,0,LoS,0.10031
459,0,LoS,1,Good,34.085,-39.810,0.00000079,106.255,0,LoS,0.40120,0.55538,0.04020,0.00321,0,LoS,0.13771
460,0,LoS,0,Excellent,33.430,-41.666,0.00000035,110.000,0,LoS,0.87134,0.12305,0.00519,0.00041,0,LoS,0.06697
461,1,NLoS,2,Weak,28.856,-57.221,0.00000257,46.154,0,LoS,0.28165,0.35224,0.33884,0.02727,0,LoS,0.31316
462,1,NLoS,1,Good,26.965,-55.915,0.00001234,86.478,0,LoS,0.19811,0.67842,0.11378,0.00969,1,NLoS,0.20033
463,0,LoS,0,Excellent,28.433,-44.381,0.00000134,110.000,0,LoS,0.79213,0.19701,0.01005,0.00082,0,LoS,0.07833
464,0,LoS,0,Excellent,33.070,-39.737,0.00000083,110.000,0,LoS,0.95601,0.04176,0.00208,0.00015,0,LoS,0.05596
465,0,LoS,0,Excellent,30.434,-39.201,0.00000093,110.000,0,LoS,0.97788,0.02069,0.00134,0.00009,0,LoS,0.05315
466,0,LoS,1,Good,31.418,-38.695,0.00000009,96.293,0,LoS,0.68473,0.28473,0.02858,0.00195,0,LoS,0.10002
467,0,LoS,0,Excellent,31.112,-40.258,0.00000044,110.000,0,LoS,0.93926,0.05765,0.00288,0.00022,0,LoS,0.05824
468,0,LoS,0,Excellent,30.067,-43.387,0.00000096,110.000,0,LoS,0.97588,0.02262,0.00141,0.00009,0,LoS,0.05341
469,0,LoS,0,Excellent,29.993,-42.299,0.00000052,110.000,0,LoS,0.98022,0.01843,0.00127,0.00008,0,LoS,0.05285
470,0,LoS,2,Weak,32.550,-42.834,0.00000111,51.519,0,LoS,0.37591,0.26832,0.33121,0.02455,0,LoS,0.29752
471,0,LoS,0,Excellent,29.911,-41.183,0.00000089,110.000,0,LoS,0.88840,0.09801,0.01260,0.00099,0,LoS,0.06911
472,0,LoS,0,Excellent,31.431,-39.355,0.00000043,110.000,0,LoS,0.97000,0.02816,0.00172,0.00012,0,LoS,0.05422
473,0,LoS,0,Excellent,31.970,-46.939,0.00000124,110.000,0,LoS,0.97954,0.01909,0.00129,0.00008,0,LoS,0.05294
474,2,Light blockage,2,Weak,10.974,-68.458,0.00855761,17.485,1,NLoS,0.37520,0.26896,0.33127,0.02457,0,LoS,0.29763
475,2,Light blockage,1,Good,11.916,-69.098,0.00373388,39.585,1,NLoS,0.25148,0.62266,0.11612,0.00974,1,NLoS,0.19566
476,1,NLoS,1,Good,25.453,-55.233,0.00004759,79.882,1,NLoS,0.16516,0.77015,0.05956,0.00513,1,NLoS,0.17439
477,1,NLoS,0,Excellent,16.900,-54.083,0.00000776,65.169,1,NLoS,0.76889,0.22136,0.00901,0.00074,0,LoS,0.08033
478,1,NLoS,3,Outage,19.982,-58.675,0.00002930,6.592,1,NLoS,0.08461,0.26216,0.31487,0.33835,1,NLoS,0.49084
479,1,NLoS,1,Good,17.984,-53.263,0.00003292,57.392,1,NLoS,0.13942,0.67127,0.16049,0.02882,1,NLoS,0.24047
480,1,NLoS,1,Good,22.651,-55.112,0.00000958,67.015,1,NLoS,0.12254,0.80168,0.06925,0.00653,1,NLoS,0.18467
481,0,LoS,0,Excellent,36.408,-42.455,0.00000050,110.000,1,NLoS,0.74201,0.24689,0.01025,0.00084,0,LoS,0.08396
482,2,Light blockage,2,Weak,8.331,-70.017,0.00076164,14.523,1,NLoS,0.20564,0.41919,0.34565,0.02952,1,NLoS,0.32614
483,2,Light blockage,1,Good,17.662,-71.817,0.00617436,52.845,1,NLoS,0.15967,0.71840,0.11227,0.00967,1,NLoS,0.20379
484,3,Severe blockage,3,Outage,6.841,-83.803,0.03473180,5.595,3,Severe blockage,0.01422,0.26268,0.32818,0.39492,2,Light blockage,0.53579
485,2,Light blockage,3,Outage,4.876,-67.774,0.00200140,0.000,3,Severe blockage,0.00322,0.05920,0.25898,0.67860,2,Light blockage,0.65558
486,2,Light blockage,0,Excellent,7.900,-75.201,0.00150543,29.188,0,LoS,0.80654,0.14059,0.04251,0.01036,0,LoS,0.09813
487,2,Light blockage,2,Weak,12.920,-71.472,0.00287633,24.120,2,Light blockage,0.22498,0.32921,0.40752,0.03829,1,NLoS,0.35969
488,3,Severe blockage,3,Outage,2.025,-85.469,0.07620574,0.000,2,Light blockage,0.01043,0.11798,0.39523,0.47637,2,Light blockage,0.61371
489,2,Light blockage,2,Weak,14.057,-70.238,0.00058499,24.124,2,Light blockage,0.01701,0.15152,0.68505,0.14642,2,Light blockage,0.57972
490,3,Severe blockage,3,Outage,6.732,-84.921,0.09689425,0.000,2,Light blockage,0.00299,0.06189,0.38147,0.55365,2,Light blockage,0.64938
491,2,Light blockage,1,Good,15.677,-77.112,0.01385482,53.007,1,NLoS,0.12603,0.57046,0.25019,0.05332,1,NLoS,0.30002
492,1,NLoS,2,Weak,21.410,-54.691,0.00003959,36.434,1,NLoS,0.03383,0.37537,0.53308,0.05772,1,NLoS,0.45399
493,0,LoS,1,Good,32.135,-39.680,0.00000131,102.057,1,NLoS,0.08923,0.73911,0.15754,0.01412,1,NLoS,0.23658
494,1,NLoS,1,Good,23.055,-58.162,0.00000526,69.971,1,NLoS,0.10211,0.82561,0.06646,0.00581,1,NLoS,0.18514
495,1,NLoS,2,Weak,18.198,-55.589,0.00014610,27.698,1,NLoS,0.03831,0.53738,0.38736,0.03696,1,NLoS,0.36942
496,1,NLoS,1,Good,20.194,-58.134,0.00008131,62.669,1,NLoS,0.08771,0.78611,0.11598,0.01020,1,NLoS,0.21385
497,0,LoS,0,Excellent,31.936,-41.656,0.00000058,110.000,0,LoS,0.71913,0.26692,0.01289,0.00106,0,LoS,0.08791
498,0,LoS,0,Excellent,30.863,-42.474,0.00000103,110.000,0,LoS,0.94427,0.05309,0.00246,0.00018,0,LoS,0.05746
499,0,LoS,0,Excellent,31.645,-39.872,0.00000211,110.000,0,LoS,0.97647,0.02205,0.00139,0.00009,0,LoS,0.05333
500,0,LoS,0,Excellent,32.780,-43.155,0.00000060,110.000,0,LoS,0.98029,0.01837,0.00126,0.00008,0,LoS,0.05284
501,0,LoS,0,Excellent,26.162,-40.774,0.00000029,109.102,0,LoS,0.98073,0.01794,0.00125,0.00008,0,LoS,0.05279
502,0,LoS,0,Excellent,33.963,-43.478,0.00000112,110.000,0,LoS,0.98078,0.01789,0.00125,0.00008,0,LoS,0.05278
503,2,Light blockage,1,Good,5.751,-72.237,0.00121275,20.032,0,LoS,0.68846,0.28112,0.02849,0.00194,0,LoS,0.09956
504,2,Light blockage,0,Excellent,13.044,-69.663,0.00280717,49.911,0,LoS,0.93993,0.05700,0.00286,0.00021,0,LoS,0.05815
505,2,Light blockage,2,Weak,13.582,-76.583,0.00110836,23.548,2,Light blockage,0.33651,0.30306,0.33471,0.02572,0,LoS,0.30423
506,2,Light blockage,3,Outage,12.444,-73.616,0.00028675,1.250,2,Light blockage,0.01555,0.12772,0.39513,0.46160,2,Light blockage,0.60511
507,2,Light blockage,2,Weak,13.713,-66.807,0.00093176,24.801,2,Light blockage,0.01748,0.15564,0.68300,0.14389,2,Light blockage,0.57727
508,2,Light blockage,0,Excellent,10.861,-72.825,0.00286171,44.680,2,Light blockage,0.71169,0.22775,0.05516,0.00540,0,LoS,0.11221
509,2,Light blockage,3,Outage,10.221,-75.451,0.00045724,4.153,3,Severe blockage,0.06212,0.21498,0.34016,0.38273,2,Light blockage,0.52993
510,2,Light blockage,3,Outage,12.599,-75.808,0.00979898,5.013,3,Severe blockage,0.00392,0.05524,0.26347,0.67738,2,Light blockage,0.65709
511,1,NLoS,1,Good,22.514,-55.839,0.00000346,69.194,1,NLoS,0.14225,0.54982,0.24462,0.06331,1,NLoS,0.30085
512,1,NLoS,1,Good,19.929,-57.749,0.00001052,65.311,1,NLoS,0.12996,0.76936,0.09122,0.00946,1,NLoS,0.19642
513,1,NLoS,0,Excellent,22.950,-55.937,0.00003245,97.889,1,NLoS,0.74885,0.23940,0.01086,0.00090,0,LoS,0.08354
514,3,Severe blockage,3,Outage,2.262,-92.435,0.09235301,2.989,1,NLoS,0.07985,0.26461,0.31462,0.34092,1,NLoS,0.49263
515,1,NLoS,1,Good,20.221,-58.488,0.00005451,63.585,1,NLoS,0.13708,0.67339,0.16060,0.02893,1,NLoS,0.24084
516,0,LoS,0,Excellent,30.505,-43.624,0.00000071,110.000,0,LoS,0.76115,0.22433,0.01334,0.00118,0,LoS,0.08358
517,0,LoS,1,Good,31.878,-40.579,0.00000195,97.413,0,LoS,0.46065,0.50095,0.03562,0.00278,0,LoS,0.12864
518,0,LoS,0,Excellent,30.361,-40.331,0.00000045,110.000,0,LoS,0.88886,0.10623,0.00455,0.00036,0,LoS,0.06469
519,0,LoS,0,Excellent,31.764,-40.774,0.00000096,110.000,0,LoS,0.96951,0.02877,0.00161,0.00011,0,LoS,0.05422
520,1,NLoS,1,Good,26.806,-62.126,0.00001315,84.854,1,NLoS,0.67408,0.29508,0.02885,0.00198,0,LoS,0.10135
521,1,NLoS,2,Weak,20.538,-53.615,0.00007773,35.471,1,NLoS,0.17133,0.42438,0.37185,0.03244,1,NLoS,0.34460
522,2,Light blockage,2,Weak,17.904,-65.412,0.00126895,34.861,1,NLoS,0.03491,0.30513,0.60319,0.05678,2,Light blockage,0.48841
523,2,Light blockage,1,Good,7.931,-73.374,0.00113343,22.561,1,NLoS,0.09065,0.71512,0.17858,0.01566,1,NLoS,0.24777
524,3,Severe blockage,3,Outage,5.270,-83.323,0.07902015,3.749,1,NLoS,0.00998,0.23035,0.34411,0.41556,2,Light blockage,0.55536
525,0,LoS,0,Excellent,30.589,-41.258,0.00000034,110.000,1,NLoS,0.74789,0.20619,0.03893,0.00698,0,LoS,0.10097
526,1,NLoS,1,Good,28.289,-57.394,0.00001743,84.475,1,NLoS,0.45988,0.49356,0.04297,0.00359,0,LoS,0.13284
527,1,NLoS,1,Good,20.435,-55.771,0.00000531,66.335,1,NLoS,0.25997,0.69156,0.04471,0.00376,1,NLoS,0.15579
528,1,NLoS,1,Good,19.462,-58.569,0.00001870,62.444,1,NLoS,0.16420,0.78627,0.04559,0.00394,1,NLoS,0.16686
529,0,LoS,0,Excellent,33.079,-41.792,0.00000060,110.000,1,NLoS,0.76728,0.22343,0.00859,0.00070,0,LoS,0.08027
530,0,LoS,1,Good,31.794,-42.363,0.00000099,94.367,1,NLoS,0.46426,0.49877,0.03431,0.00266,0,LoS,0.12752
531,0,LoS,1,Good,31.123,-41.572,0.00000047,94.707,1,NLoS,0.26112,0.69246,0.04282,0.00359,1,NLoS,0.15463
532,0,LoS,1,Good,26.139,-38.327,0.00000026,83.824,1,NLoS,0.16457,0.78629,0.04524,0.00390,1,NLoS,0.16662
533,0,LoS,0,Excellent,31.758,-44.203,0.00000061,110.000,0,LoS,0.76748,0.22325,0.00857,0.00070,0,LoS,0.08024
534,0,LoS,0,Excellent,30.751,-39.732,0.00000042,110.000,0,LoS,0.95203,0.04565,0.00216,0.00016,0,LoS,0.05644
535,0,LoS,1,Good,31.134,-41.902,0.00000033,96.200,0,LoS,0.65245,0.31610,0.02940,0.00205,0,LoS,0.10404
536,0,LoS,1,Good,29.402,-42.059,0.00000210,95.371,0,LoS,0.37902,0.57709,0.04061,0.00327,0,LoS,0.14038
537,0,LoS,0,Excellent,33.569,-46.305,0.00000053,110.000,0,LoS,0.86407,0.13007,0.00543,0.00043,0,LoS,0.06790
538,0,LoS,0,Excellent,30.927,-40.142,0.00000470,110.000,0,LoS,0.96620,0.03197,0.00172,0.00012,0,LoS,0.05464
539,0,LoS,0,Excellent,30.462,-44.395,0.00000049,110.000,0,LoS,0.97909,0.01953,0.00130,0.00008,0,LoS,0.05300
540,2,Light blockage,2,Weak,6.984,-73.931,0.00048814,7.661,0,LoS,0.37472,0.26939,0.33130,0.02459,0,LoS,0.29771
541,2,Light blockage,1,Good,12.148,-71.244,0.00120464,47.882,0,LoS,0.25119,0.62296,0.11611,0.00974,1,NLoS,0.19568
542,0,LoS,0,Excellent,28.757,-42.729,0.00000036,110.000,0,LoS,0.81935,0.17082,0.00910,0.00073,0,LoS,0.07482
543,0,LoS,0,Excellent,33.677,-43.807,0.00000107,110.000,0,LoS,0.96006,0.03786,0.00195,0.00014,0,LoS,0.05544
544,0,LoS,0,Excellent,31.437,-39.175,0.00000044,110.000,0,LoS,0.97837,0.02022,0.00133,0.00009,0,LoS,0.05309
545,1,NLoS,1,Good,20.092,-54.101,0.00002598,57.932,0,LoS,0.68535,0.28413,0.02857,0.00195,0,LoS,0.09995
546,1,NLoS,1,Good,21.359,-48.878,0.00005532,68.360,0,LoS,0.40341,0.55322,0.04016,0.00321,0,LoS,0.13744
547,0,LoS,0,Excellent,33.838,-43.548,0.00000059,110.000,0,LoS,0.87205,0.12237,0.00517,0.00041,0,LoS,0.06688
548,0,LoS,0,Excellent,31.216,-43.634,0.00000073,110.000,0,LoS,0.96728,0.03092,0.00168,0.00012,0,LoS,0.05450
549,0,LoS,0,Excellent,30.909,-38.124,0.00000042,110.000,0,LoS,0.97922,0.01940,0.00130,0.00008,0,LoS,0.05298
550,0,LoS,0,Excellent,34.649,-44.580,0.00000122,110.000,0,LoS,0.98060,0.01806,0.00125,0.00008,0,LoS,0.05280
551,0,LoS,1,Good,31.676,-41.480,0.00000205,98.851,0,LoS,0.68823,0.28133,0.02849,0.00194,0,LoS,0.09959
552,0,LoS,0,Excellent,32.744,-42.639,0.00000055,110.000,0,LoS,0.93989,0.05703,0.00286,0.00021,0,LoS,0.05816
553,0,LoS,0,Excellent,30.231,-42.546,0.00000033,110.000,0,LoS,0.97596,0.02254,0.00141,0.00009,0,LoS,0.05340
554,0,LoS,0,Excellent,30.173,-44.853,0.00000070,110.000,0,LoS,0.98023,0.01843,0.00127,0.00008,0,LoS,0.05285
555,1,NLoS,2,Weak,24.433,-58.067,0.00013939,44.995,0,LoS,0.37592,0.26832,0.33121,0.02455,0,LoS,0.29752
556,1,NLoS,1,Good,21.758,-50.148,0.00002134,67.960,0,LoS,0.25192,0.62220,0.11614,0.00974,1,NLoS,0.19562
557,1,NLoS,1,Good,22.978,-55.535,0.00010730,72.290,0,LoS,0.16535,0.76995,0.05957,0.00513,1,NLoS,0.17437
558,0,LoS,0,Excellent,30.804,-38.984,0.00000035,110.000,0,LoS,0.76901,0.22124,0.00901,0.00074,0,LoS,0.08031
559,0,LoS,0,Excellent,30.934,-43.264,0.00000057,110.000,0,LoS,0.95230,0.04538,0.00216,0.00016,0,LoS,0.05641
560,0,LoS,0,Excellent,30.667,-41.723,0.00000133,110.000,0,LoS,0.97744,0.02112,0.00135,0.00009,0,LoS,0.05321
561,1,NLoS,1,Good,17.955,-54.045,0.00003404,62.995,0,LoS,0.68416,0.28529,0.02860,0.00195,0,LoS,0.10009
562,1,NLoS,0,Excellent,25.812,-54.088,0.00001692,101.150,0,LoS,0.93915,0.05775,0.00288,0.00022,0,LoS,0.05825
563,1,NLoS,2,Weak,20.102,-56.554,0.00014222,38.604,1,NLoS,0.33581,0.30369,0.33476,0.02574,0,LoS,0.30434
564,1,NLoS,1,Good,18.310,-55.781,0.00002519,51.954,1,NLoS,0.22816,0.64692,0.11519,0.00972,1,NLoS,0.19775
565,2,Light blockage,3,Outage,13.179,-65.603,0.00190009,4.993,3,Severe blockage,0.01728,0.25255,0.33265,0.39752,2,Light blockage,0.53908
566,2,Light blockage,3,Outage,10.379,-68.691,0.00125375,1.957,3,Severe blockage,0.00323,0.05793,0.25937,0.67946,2,Light blockage,0.65624
567,3,Severe blockage,1,Good,6.455,-89.296,0.04138260,23.728,2,Light blockage,0.14184,0.55169,0.24321,0.06326,1,NLoS,0.30016
568,3,Severe blockage,3,Outage,5.214,-85.808,0.09537495,4.048,2,Light blockage,0.00959,0.16526,0.33865,0.48650,2,Light blockage,0.59098
569,2,Light blockage,2,Weak,10.643,-74.395,0.00686205,20.173,2,Light blockage,0.01796,0.16871,0.66360,0.14974,2,Light blockage,0.57068
570,1,NLoS,2,Weak,19.245,-61.061,0.00002311,30.091,2,Light blockage,0.01399,0.17510,0.72675,0.08416,2,Light blockage,0.56728
571,2,Light blockage,1,Good,15.318,-66.741,0.00655175,44.952,2,Light blockage,0.08454,0.66796,0.22687,0.02063,1,NLoS,0.27527
